text,emotion
দিন বদলের অপেক্ষায় 😃😃😃,joy
ভাই সাধারণ যাত্রি দের আপনাদের সাথে যোগাযগের জন্য কি উদ্দগ নিয়েছেন? প্রচুর প্রচার দরকার,joy
""" দিন বদলের দিনের অপেক্ষায় """""""""""" আমরা ও আছি ভাই",joy
জয় হবে আপনাদেরই ...ইনশা আল্লাহ,joy
অভিনন্দন । গর্ব হছেচ আমাদের যুদ্ধটা বৃথা যায়নি।,joy
বেছে বেছে সব চোর দের চাকরি দেয় নাকি এখানে চাকরি পেলে চোর হয়ে যায়? আপ্নারা প্রতিদিন ধরতেসেন তাও এদের ভয় ডর নাই ! তার মানে শাস্তির পরিমাণ বাড়াতে হবে।,disgust
আস্তে আস্তে একটি ভরসার জায়গা তৈরি হচ্ছে। স্যার এগিয়ে যান আপন মহিমায়।,joy
"আমরা আশা করি, সাইদ ও বেনজীর সাহেবের পথে বাকী সিকিউরিটি টীম হাটবে",joy
স্যার..! এই চোর গুলো চাকরি পায় কেমনে..?? :( :(,sad
"স্যার, পিছনে নতুন টেলিভিশন দেখা যায়",joy
স্যার নতুন টিভির জন্য অভিনন্দন। :),joy
"কইছিলাম না মাম্মা! ইটস ওয়ার্কিং! বেনজীর মাম্মায় আরেকটা নজীর সৃষ্টি করল, সেলাম তারে।",joy
ডেইলি চুরি করে শালারপুতেরা। একবার আমার শ্যাম্পু শাবান লোসন ওই দুইট মোবাইলফোন শুদ্ধা ব্যাগ গায়েব। কুতারবাচ্চাগুলোরে ১বছর না ১০০বছর জেলে রাখা উচিৎ।,angry
"দিন না বদলে দেশটা এবার - দায়িত্ব এখন আপনা । স্যালুট জনাব বেনজির সাহেব, সহ বিমানের সকল সিকিউরিটিকে । হোক না প্রতিবাদ একে একে ।।",joy
"টিভি কই আমগোডা? নতুন টিভির কাপ্পারা দেওয়ন লাইগবো, নইলে নষ্ট হইয়া যাইবো কইলাম",angry
দেশের প্রতিটা ক্ষেত্রে এমন চাই। এভাবে লেজিসলেটিভ পাওয়ার এমপোজ হলে দূর্নীতি পালানোরও পথ পাবে না...,joy
এটা কিন্তু খুবি অসস্তিকর যে বিমান বন্দরে এত চোর আছে:-( Once upon a time আমি ভাবতাম খালি সুন্দরী বিমালবালা আছে বিমান বন্দরে:-),disgust
গেট আপ চেন্জ????? হোয়াই? কোথায় সেই ঐতিহাসিক ঘড়ি ও টি ভি? তলে তলে কি তবে আপনাদের কর্মোদ্যম ও চেন্জ হবে??????,disgust
"চোর সব ইয়ারপোটের ভিতর,, ভাই এর কোন মানি হয়। পশাসন আরো কঠোর হতে হবে।",angry
এত চোর তো মনে হয় পুরা বাংলাদেশ এ ও ধরা খায়না যত ধরা খায় এয়ারপোর্ট এ...কিন্তু প্রশাসন মনে হয় জানে না যে prevention is better than cure...,disgust
আপনারা এত চোর ধরেন তবুও কেন তাদের দমন করতে পারতেছেন না?? কলম চুরি করুক অথবা বিমান চুরি করুক কঠোর শাস্তি দেন ইনশাল্লাহ সব সোজা হয়ে যাবে।,angry
"প্রতিদিন এতো লোক ধরা খাচ্ছে, চাকরি যাচ্ছে, জরিমানা হচ্ছে, সম্মান যাচ্ছে তারপর ও চুরি থেমে নেই। এয়ারপোর্ট এ তাইলে কত চোর :o",disgust
"বস, জেল জরিমানার সাথে ২জনরে দুইটা করে ডিম ট্রিটমেন্ট দিলে আরো ভালো হইত।",angry
আগের টিভি টা কই? :'(,disgust
অপরাধী‌দের যে‌কোন এক‌টি চিহ্ন (‌গোল/‌টিক) দি‌য়ে চি‌‌ন্নিত ক‌রে দিন স্যার।,joy
এভাবেই এগিয়ে যাবে প্রিয় দেশ।,joy
আসামী কে চিণ্হিত করে দিলে ভালো হত না।,joy
সাব্বাস বেঞ্জির ভাই,joy
নতুন টিভি -নতুন ঘড়ি :v,joy
ধন্যবাদ,joy
"আজকে রুম, ঘড়ি, টিভিও চেইন্জ...... পরিবর্তনের হাওয়া লাগছেরে......",joy
উনার রুম Change হইসে।,joy
টেলিভিশন চেইঞ্জ :-D ঘড়িও। নতুন রুমে নাকি?,joy
হাত কড়া নেই ক্যান ?,angry
ভাল লাগলো,joy
আপনাদের সফলতা কামনা করি।,joy
"আপনারাই বলবেন ওর কি করা উচিত,আমার মতে ,একটা হাত কেটে ফেলানো দরকার।",angry
2nd time in BANGLADESH. .😊 অভিনন্দন মিঃ বেনজির ।,joy
বেনজীরকে স্যালুট..!,joy
আমরা চাই সুন্দর বিমানবন্দর দেশী কি বিদেশী,joy
"দল্ডটা লগু , গুরু দন্ড দিলে এরা আর বার বার ফিরে এসে আকামে লিপ্ত হত না",disgust
এয়ারপোর্টে এতো অনিয়ম কেন??? :O,angry
"পরিবর্তন শুরু হয়ে গেছে ,শুভ কামনা রইল",joy
মনে হয় এদের কে লিড দেওয়ার জন্য বড় মাপের রাগব বোয়াল আছে!,angry
দিন বদলের দিনের অপেক্ষায় আমরা সবাই ।,joy
খুব ভাল কাজ। জনাব আপনার রুমের টেলিভিশন টা দেখছি পরিবর্তন হইছে।,joy
ধন্যবাদ বেনজীর ভাইকে।,joy
এগুলা কাপড় খুলে লেংটা করে ৩ মাস রাস্তায় বেধে রাখা হোক সবাই দেখুবে আর যা করার পাবলিকই করবে,angry
দিন বদলাবেই!! আপনার মত সাহসী মানুষদের অনুপ্রেরনায় দিন বদলাবেই।,joy
"সাব্বাশ, স্যালুট",joy
ধন্যবাদ বস,joy
পরিবর্তন আসবেই....,joy
হাল ছা‌ড়ি‌নি! দিন বদল হ‌বেই হ‌বে!,joy
চোর কেমনে চিনব---!? কিছু গলায় লটকায়ে দিলে চিনতে সুবিধা হতো না---!?,angry
আসল গড়ি টা কই,disgust
অপরাধী কোনজন????,angry
ঘড়ি আর টিভি টা বদল করে খুব সুন্দর কাজ করেচেন,joy
কোপা সামসু,angry
কেন তাদেরকে ইগনোর করা হবে?তাকে গ্রেফতার করা হোক।এটা একটা ষড়যন্ত্র।,disgust
"একটা ভালো কাজ করতে গেলে সেই কাজের কি ভাবে ক্ষতি করা যায় বদনাম করা যায়, কিছু লোক আছে তারা সব চেষ্টা করে।",disgust
"গাছে যদি আম থাকে তাইলে মানুষ ডিল দিবেই, তাই বলে কি গাছ আম দেয়া বন্ধ করবে??? কক্ষনই না। যারা ভাল মানুষ, ভাল কাজ করে তারা কোনদিন বাজে কথায় কান দেয়না।",joy
"সরকারি কোনও আমলা যদি ভালো হয় তবু ও ,সরকারের বদনাম তর ভালো মানুষ টাকে আরাল করে দেয়",disgust
"অন্যের জন্য গর্ত করলে ঐ গর্তে একদিন নিজেকে পড়তে হয়। স্যার আপনারা এগিয়ে যান আমরা সমস্ত প্রবাসী আছি আপনাদের সাথে,ভালো কাজ এবং সৎ উদ্দেশ্য কখনো থেমে থাকেনা।",joy
ভাই আপনারা যতই ভালো কাজ করুন না কেন মনে রাখবেন অবশ্যই কিছু মানুষের চুলকানি থাকবে | আপনারা মনখারাপ করবেন না | আপনাদের সাথে লক্ষ লক্ষ মানুষে দোয়া ও ভালোবাসা আছে। শুধু আপনারা সামনের দিকে এগিয়ে যান | আল্লাহ আপনাদের মঙ্গল করুন | আমীন |,joy
"Sir ভাল কাজ করার মাঝে কিছু কিছু ভুল বোঝাবুঝি হয় কিন্তু আপনি কষ্ট পাবেন না, আপনি আপনার গতিতে যেটা ভাল মনে করবেন করেন। সব মানুষের প্রকাশভঙ্গি একরকম হয়না....ধন্যবাদ স্যার।",joy
আপডেট এর অপেক্ষায় থাকলাম।আশাকরি এই হয়রানি বন্ধ করতে আপনারা সফল হবেন।,joy
"আমার মনে হয় যে এটা যাত্রীর-ই দোষ ছিল অথবা অভিযোগটা যথাযথো উপায় করা হয়নি। অহেতুক তাদেরকে(Magistrates, All Airports of Bangladesh) দোষারোপ করা ঠিক হচ্ছে না। তারপরও তো তাঁরা সহযোগীর কথা বলেছেন। উনারা অনেক ভাল কাজ করছেন। যা শুধু প্রশংসা বা ধন্যবাদ দিয়েই শেষ করা যায় না। এগিয়ে যান... Magistrates, All Airports of Bangladesh",disgust
হেতেরে লাল কার্ড। মানে ব্লক। এইসব শুয়োরর বাচ্চারা দেশটাকে শুয়োরের খামার বানাইয়া রাখতে চায়।,angry
"যতদূর জানি রিজেন্ট এমন করে না, ডাহা মিথ্যা অভিযোগ ।",disgust
"এই শুয়োরের বাচ্চাকে যেভাবেই হোক গ্রেফতার করতেই হবে, সে এই চক্রের একজন সক্রিয় সদস্য এবং ষড়যন্ত্রকারী। প্লিজ স্যার, এই কালপ্রিটকে ধরার চেস্টা করুন।",angry
"এসব হচ্ছে উদ্দেশ্যমূলক শয়তানী।আপনারা আপনাদের কাজ চালিয়ে যান ভাই,আল্লাহ আপনাদের সহায় হোন।",disgust
"স্যার আপনাদের মতো কিছু মানুষ হলেই চলবে। দেশ এগিয়ে যাবে। আমরা সুফল পাচ্ছি । আপনাদের কাছ থেকে। অনেক কৃতজ্ঞতা , অনেক ধন্যবাদ । চালিয়ে যান ।",joy
"মনে পড়ে সেই ""বিজ্ঞাপন""টা থাকবো ন্যায় এর সংগে। ~শুভ কামনা রইলো স্যার~",joy
"এই যে মিস্টার আলমের বেটা, এটা সিনেমা নয়,এটা বাস্তব",angry
"গতকালই বুঝতে পেরেছিলাম,,,,,, এটা একটা ফালতু লোকের কাজ। অাপনাদের কাজে বিঘ্ন সৃষ্টি করাই এদের একমাত্র কাজ",disgust
কিছু মানুষ আছে কেও ভাল কাজ করলে তাদের গা জ্বলে। যে লোকটা মিথ্যা অভিযোগ করেছে এই লোকটা হয়তো সেই প্রকৃতির ? বাজে লোকদের কথায় মন খারাফ করবেন না স্যার।,disgust
আমি কমেন্ট টা দেখেছিলাম। tnks sir. We are really proud of u.,joy
স্যার আপনাকে মনে হয় আমরা আজ হয় ত চিন্তাচ করতে পারি যে আমরা উন্নত দেশের মত চিন্তা ভাবনা করতে পারি,joy
"আপনার উপস্হিত বুদ্ধি-বিবেচনা ও সঠিক সিদ্ধান্ত, সংযোগ এবং তা ফেইজ বুকে হাই লাইট করার জন্য ধন্যবাদ। জন্জাল মুক্ত এয়ারপোর্ট চাই। আপনার মাধ্যমে ইনশাল্লাহ আমাদের এয়ারপোর্ট আলোর মুখ দেখবে।",joy
ব্যাটা যে হারামখোরদের কেও তা গতকালের পোষ্টেই তার কমেন্ট দেখে বুঝেছি! তাদের কাজ হল মানুষের কাছে ভুল ম্যাসেজ দেওয়া! অনেক হারামখোরের চাকরি হারাম ইনকাম অফ আছে তারা কি চুপ মেরে বসে থাকবে!! এটা তারই প্রতিফলন । দেশ ও দশের স্বার্থে এদের ব্যান করা উচিৎ পেজ থেকে যাতে করে নতুন কেও বিভ্রান্তিরর মধ্যে না পড়ে।,angry
মেজিস্ট্রেট ভাই আপনাদের বুঝতে হবে মানুষ কিন্তু সবসময় বড়ই/ফল গাছেই ঢিল মারে কাঁটা যুক্ত মাদার গাছে কেউ ঢিল মারে না এগিয়ে যান আপনারা দ্বিগুণ শক্তি ও মনোবল নিয়ে,joy
কিছু বাজে মানষিকতার লোকের জন্য ... আপনার গুরুত্বপর্ণূ কাজের ব্যাঘাত হোক এটা কখনোই আমাদের কাম্য নয়। সততা ও যোগ্যতার সাথে আপনার/আপনাদের দায়িত্বপালনের পরিধি আরো বিস্তৃত হোক এটাই কাম্য।,joy
"ভাইয়া আপনাকে পাগলা বলতে খুব ইচ্ছে হচ্ছে! !! আপনাদের মত মানুষ আছে বলেই হয়তো, আমরা সপ্ন দেখি ।",joy
আমি ছবিগুলো দেখে ভাবলাম যে আরেকটা সাফল্যের গল্প পড়ব। কিন্তু কিসের কি? ছবির পোস্টটা কালকেই দেখেছিলাম। তখন ভুলেও চিন্তা করিনাই যে এটা ভুয়া হতে পারে।,disgust
খবরদার বলছি কার চক্রান্তে পিছু হটবেন না. আপনিই আমাদের শেষ ভরশা ও আশা. এগিয়ে যান. জয় বাংলা. সোনার বাংলা.,angry
এরা পেছনে লাগবেই ভাই। ফালতু মানুষের তো অভাব নাই পৃথিবীতে। আপনারা চালিয়ে যান। :),angry
"আপনাদের পেশাদারিত্ব দেখে আমি অভিভূত। বিমান বন্দর এ গেলে আর কখনো ভাববো না একা আছি,আপনাদের পাশে পেলেই হলো।যে আস্থার জায়গাটা তৈরি হয়েছে,তা আর কখনই ছেড়ে যাবো না আমরা।শুভ কামনা রইলো।",joy
"হালার Mozammel Hoque Shahid এর নামেই একটা ওয়ারেন্ট জারি কইরা দেন বস, হালারে ধইরা আইনা কাহিনী হুনি............",angry
আপনাদের দুজনকে অনেক ভালবাসি। আপনারা নিজের অজান্তে অনেককেই স্বপ্ন দেখান যে সম্ভব.... ইচ্ছা থাকলেই সম্ভব। আমরাই বদলে দিব এই দেশ।,joy
"Sir Magistrates, All Airports of Bangladesh গতকাল আমার বন্ধু সিঙ্গাপুর থেকে এসেছে ,সে এবং আরো যাত্রী বিশজনের মত লাগেজ পাইনি ।।।।। আশা করি ব্যাপারটা দেখবেন যাত্রীর মোবাইল নাম্বার 01795280807",disgust
"স্যার এটা দালালদের কাজ মনে হচ্ছে, আপনারা হতাশ হবেন না প্লিজ।",disgust
"এইসবে কান দিবেন না, পটকাবাজরা আপনাদের পিছু নিয়েছে বুঝাই যায়",disgust
অভদ্র ব্যবহার করার জন্য তার লজ্জিত হওয়া উচিত।,disgust
নেক্সট অইটারে মানহানির মামলা দেন।,disgust
মূর্খের অশেষ দোষ। আর মূর্খের যদি ফেসবুক আইডি থাকে তাহলে মার্ক জাকারবার্গের দোষ।,disgust
রিজেন্ট শুধু টাকার হিসেব আর কিছু বুঝে না,disgust
ঐ বেটাদের পাইলে........নাগা মরিচ লাগাইতাম।বসের লগে ফাইজলামি।,angry
"ফালতু লোকেরা ফালতু কথা বলবেই, কারন তারা কোন দিন কোন ভাল কাজ করে নাই, আপনারা কিছু মনে কইরেন না",disgust
রাজাকার এভরিহোয়্যার,disgust
ভাল কাজে যত বাঁধা...,disgust
#MozammelHouqeShahid এই আইডি তো নিখোঁজ হয়ে গেছে। ;),fear
@Mozammel Hoque Shahid: কই এখন আপনি? লেকচার থেমে গেল কেন ভাই?,angry
"আপনার টিকেট দেখে কি বাল ফেলাবো?আপনি অভিযোগ করেছেন যে, যে মোবাইল নাম্বার আপনি দিয়েছেন সে নাম্বারে ফোন করার পরে সে (ম্যাজিস্ট্রেট) তাকে চলে যেতে বলেছেন।অথচ ম্যাজিস্টেটের কাছে এই ধরনের কোন ফোন যায়নি।তাহলে আপনি উদ্দ্যেশ্য প্রোনদিত এই অভিযোগ করেছেন।আপনি ম্যাজিস্ট্রটকে ফোন দিয়েছিলেন?দেননি। কেন? জন্ম হোক যথাতথা কর্ম হোক ভাল",angry
আপনার এত ফেলার আগ্রহ কেন? আপনি কি.....,angry
ম্যাজিস্ট্রেট সাহেব বলেছেন অভিযোগ করার জন্য। আপনার কাছে টিকিটের কপি আছে বা টিকিট গুলো যাদের তাদের আপনি চিনেন । তাহলে আপনি নিজেইতো অভিযোগ করতে পারেন বা যাদের টিকিট তাদের দিয়ে অভিযোগ করাতে পারেন। সেটা করছেননা কেন ?,disgust
বাল ফেলাইয়া আপনারে খাওয়াবো,angry
"শালা কত্ত বড় ধাপ্পাবাজ, ফোন করে নিজেই cancel করেছে যাতে রিসিভ করতে না পারে,বার বার এটা করে সেটার স্ক্রিন সট দিয়ে প্রমান করতে চাচ্ছে সে সাধু।সে নিজেকে খুব চালাক মনে করে।",disgust
কি রকম মিষ্টি না টক কবির ভাইইইই,disgust
যুৎসই জবাব। ধন্যবাদ,joy
"ভালো বলছেন ভাই, রাগ করে ম্যাজিস্ট্রেট সাহেবরা এই সার্ভিস বন্ধ করে দিলে অনেক বদমাইশেরই লাভ হয়। Magistrates, All Airports of Bangladesh ভাই আপনারা আগাইতে থাকেন... আমরা আপনাদের পাশে আছি :)",disgust
"যতদিন আপনাদের পিছে কেউ লেগে থাকবে, গালি দিবে, বাধা দিবে, অসম্মান করবে ততদিন বুঝবেন আপনারা ঠিক পথেই আছেন। শরীরে রোগ হলে জ্বর হয়, এ থেকেই আমরা বুঝি কিছু একটা খারাপ হচ্ছে। এই ফটকাদের পোষ্ট থেকেও এটা বুঝা যাচ্ছে আপনারা এখনো ঠিক আছেন। চালিয়ে যান আপনাদের মত করে। সরকারি কর্মকর্তা ছিলাম, আমি জানি আপনাদের কাজ কত কঠিন, আর তাই শ্রদ্ধার পরিমানও বেশি।",joy
আগে একটা বছর ই পার করুক না।।।। তারপর বলা যাবে কম কি না বেশি।।। ধন্যবাদ জনাব,disgust
বিমান বন্দরে যদি এতো চোর থাকে না জানি বাংলাদেশে কত কোটি চোর আছে!!!!! অবাক হয়ে যায় প্রতিদিন আপনার পোস্ট গুলো দেখে।।এসব দেখেও কি বাকীদের শিক্ষা হয় না??? আপনাকেও এখন ফাটাকেষ্ট বলতে ইচ্ছে করে।।চেঞ্জ করে দেন পুরা সিস্টেম।।চোর দের জায়গা যেনো না হয় :) দোয়া করি ভালো থাকবেন :),disgust
এই অসৎ লোক গুলো অনেক প্রবাসীর স্বপ্ন নস্যাৎ করে। কঠোর ব্যবস্থা নেওয়ায় ধন্যবাদ magistrate.,joy
শাস্তির মেয়াদ আরো বাড়িয়ে দেওয়া দরকার,angry
"ওদেরতো অনেক টাকা, আমার শুধু ভয় হয়, কখন যেন কোন অদৃশ্য চালে আপনাদেরকে প্রমোশন দিয়ে এয়ারপোর্ট থেকে সরিয়ে দেয় | আল্লাহ আমাদের সবার সহায় হোন |",fear
এত অল্প চুরির জন্য যদি একবছর সাজা হতে পারে তবে কেন্দ্রীয় ব্যাংক এর এতগুলা টাকা চুরির জন্য কি বিচার হউয়া উচিৎ? কোর্ট টাই পরা চোরদের আমরা দেখেও খুজে পাই না। :(,disgust
"শাহ আমানতের কি অবস্থা ,,,দেখার যেন কেউ নেই সিনডিকের দরিতে সবাই এক ঘাটের পানি খায়।",disgust
এদের চাকরী দেবার আগে অনেক যাচাই বাচাই করি চাকরী দরকার ছিল এখন কেন চোর ধরা হয় এদের চেয়ে বড়ো বড়ো চোর তো আছে এখনও এদের জন্য দেশ টা আর ভালো হবে না এতো কষ্ট করে যদি পরিবারের জন্যে কেনাকাটা করে দেশে নিয়ে এলাম তার পর এক মিনিটে হাওয়া হয়ে যায় মালামাল এর চেয়ে দুঃখ কষ্ট আর হয় না আমরা যারা প্রবাসী কাজ করি তারা ভালোভাবে জানে আমাদের কতো দুঃখ কষ্ট আছে আমাদের বুকে কিন্তু বলতে পারে না যাই হক একটি চোর তো ধরা পরেছে,sad
শুধুমাত্র এক বছর ??? আমরা বিদেশে অনেক মেহনত করে একাধিক বছর পর দেশে ফিরে এসে ঐ চোর দের জন্য হয়রানি হতে হয় এদের শাস্তি শুধু একবছর? এই অল্প সময়ের শাস্তি এদের জন্য কিছু না । এরা আবার চুরি করবে!!!!!!,angry
"এইবার যদি চুর ভাল হয়, চোরের পুরো ঠিকানা দিলে আরো ভাল হয়",disgust
ওরে ফাসি দেওয়া উচিত।,angry
আনেক আনেক দন্যবাদ.,joy
ভাল লাগল,joy
এই ধরনের শাস্তি পেলে বিমান বন্দরের শৃঙ্খলা ফীরে আসবে।,joy
১ বৎসর অনেক কম ৫ বৎসর হওয়া উচিৎ ছিলো,disgust
"এটা চলমান থাকুক, আমরা তাই চাই।",joy
ঠিক হইছে।,joy
বহিশকার করা জায়না,disgust
"এই নাম্বার আমার হাতে ভাই। প্রতিটা কল রেকর্ড হয় এখানে। বদনাম করলে খারাপ লাগে। কোন ফোন আমি এ সংক্রান্তে পাইনি। দয়া করে এখন ফোন দেন, যে কোন যাত্রিকে দিয়ে। ইটস ইমপর্টেন্ট!!!!",disgust
দেখি এখন আমাদের ম্যাজিস্ট্রেট স্যার কি করেন??,disgust
"আরে ভাই অভিযোগ থাকতে পারে,তো সেটা ভাল ভাবেই বললে হয়।এমন ভাষায় কথা বলেন যা কিনা magistrates স্যার দের অসন্মান করার শামিল।",angry
আমি অপেক্ষায় আছি আশা করি কাজ হবে,joy
আমার নাম তুহিনুল ইসলাম রুপস্দী আমি ফোন করেছি সৌদি আরব থেকে এবং সাথে সাথেই আমার ফোন রিসিভ করছেন । তাই দয়া করে কেউ মিথ্যা অভিযোগ করবেন না । উনারা যা আমাদের জন্য করছেন উনাদের কাছে আমরা চির কৃতজ্ঞ ।,joy
নাহ হচ্ছে না। এই ম্যাসেজ দেয়ার পর এবার সুইচড অফ..,disgust
আপনাকে আমরা বিশ্বাস করি ।,joy
প্রমাণ করতে হবে না,disgust
"বিশ্বাসের কিছু নেই, যাত্রিকে শুনতে পারলে এবং ওভারবুকিং এর বিষয়টি সঠিক হলে অবশ্যই আমাদের করণীয় আছে এখনও। কিন্তু যাত্রিরা এর মধ্যে চলে গেলে সেই সুযোগ থাকবে না।",sad
"যাত্রী সকালে আসলে আমি ফোন ধরিয়ে দিব। কাল আপনার ডিউটি কয়টা থেকে কয়টা? যে নাম্বারটা দিয়েছি তা যাত্রীর, হয়তো সে ঘুমের ঘোরে আছ।",disgust
স্যার আপনারা আমাদের জন্য অনেক বেশি কিছু করছেন।কিন্তু আমরা তার পরিবর্তে সঠিক সম্নান টুকুও দেখাতে পারছি না।ক্ষমা করবেন আমাদের।,sad
"অপ্রিয় হলেও সত্য, এরকম একটা কথা আছে তা আপনি জানেন না। তাও বোঝা গেল। @ আসিফুর",sad
"সকালে যাত্রীর সাথে কথা হয়েছে, আশা করি স্যার সাথে দেখা হবে।",joy
"Priyo Goni কিছুই বদলায় নাই , যেমন ছিল তেমনি আছে",sad
সব ভুয়া,disgust
Mozammel Hoque Shahid ফহিন্নির পুত মানুষ হবি কবে? অমানুষ কোথাকার,angry
ব্যাবহারে বংশের পরিচয়। কে মানুষ কে অমানুষ তা বোঝাই যাচ্ছে @ সম্রাট,disgust
এত দূর্নীতি উনি একলা সাম্লাইতেছেন এটাই আমাদের জন্য অনেক কিছু,joy
"কাঁঠাল পাতা ভেবে বটপাতা চর্বন করার ছাগল গুলো ঠিক এরকমই বোধহয় যেমন Mozammel Hoque Shahid, কখনও কোনো অভিযোগ করতে হলে নিশ্চিত হয়ে নেয়াই বুদ্ধিমানের কাজ।",disgust
www.kalerkantho.com/online/Court/2016/04/11/346510 এত্তো সুপার একশন সিনেমাহলেও দেখা যায়না!!!!,disgust
এখন রূঢ় কথাগুলো বলার জন্য ম্যাজিস্ট্রেট মহোদয়দের কাছে ক্ষমা চাওয়া উচিৎ না আপনার??,angry
Mozammel Hoque Shahid আপনার কমেন্টটা কি আমার উদ্দেশ্যে?,angry
"হাল ছেড়না বন্ধু, বরং কন্ঠ ছাড় জোরে, তোমার আমার দেখা হবে, অন্য রকম ভোরে.",joy
স্বপ্ন সত্যি হতে চলেছে,joy
"আহারে বেচারা কতই বা বয়স,এখনো কতদুর বাকি আর এরই মধ্যে চইলা গেলো।আফসুস বাকিটা জীবন চুরি চুট্টামি কইরা কাটাইতে পারলোনা।",joy
"হা হা, এইটা কি শুনাইলেন :D",joy
"হাহাহা...... ভালই লাগে কমেন্টগুলো পড়তে, কিন্তু ভাইবোনেরা, জাতী হীসেবে আমারা "" মাত্রাহীন উচ্চাশা "" র শ্রেণিভুক্ত........ এবং সমস্যা একারনেই সৃষ্টি হবে।",sad
"Rubayet Hossain ভাই,এই ধাচের লেখা নতুন কিছুই নয়,উনিই লিখেন।৪ বছর যাবত পড়ে আসছি অন্য কোথাও।",joy
আমিও পড়তেছি ভাই একটু রস করা আরকি।,joy
"ভাই আপনার লেখার স্টাইল দিনকে দিন অভিনব হচ্ছে।আপনি লেখেনতো,নাকি অন্য কাউকে দিয়া লেখান।সাহিত্যরস পুরাই অটুট থাকে।এই কথা কেন বললাম,আমার এক বন্ধু তার জিএফ কে এসএমএস করতো সুন্দর করে।তবে আরেক বন্ধুকে দিয়া।ঐ বন্ধু আবার বিশাল সাহিত্যের অধিকারী ছিলো।",joy
আমিও ইন্নানিল্লাহ পড়ে ফেলছিলাম!,fear
আমিও খুব ভয় পাইয়া গেছি.....,fear
আমি ত চিন্তায় পড়ে গেছিলাম বিমানের লগে এক্সিডেন্ট করল কেমতে!! 😜,fear
"ধুর মশাই, ভয় পাইয়ে দিয়েছিলেন। যেভাবে উপ্রে লিখছেন....",fear
চাকুরিচ্যুতি কিন্তু আরও বড় শাস্তি,sad
চাকরি কি তবে গেছে,fear
এক বছর কারাদন্ড আর চাকরিচুতি ! আমাদের দেশে নিয়ম হওয়া উচিথ বিদেশে যেমন রেকর্ড হয়ে যায় আর যেকোনো জায়গায় চাকরি বা কোনো কাজের জন্য এপলাই করলে এক বোতাম কম্পুটারে টিপ দিলে সব বেরিয়ে আসে. দুঃখজনক হলেও সত্য এবং নিজে দেখেছি অসথ কাজ করে চাকরি হারিয়ে পরে বেশ বড় জায়গায় চাকরি পেয়ে নির্লজ্জের মত চাকরি করছে আর মানুষকে হয়রানি করছে. এক বছর কারাদন্ডের সাথে এসব চোরদের কারাগারে ভালো হবার জন্য কি কোনো শিক্ষার ব্যবস্থা আছে ? নাহলে একবছর পর বের হয়ে আরো যে কত চুরি করবে ?!?,disgust
"মাত্র ৩২ বছর বয়সে একটু আগে চলে গেলেন............... এই ভাবে শুরু করলে তো মানুষ আগে ইন্না লিল্লহা পরা শুরু করবে । যাই হোক, যা করসেন ভালই হয়সে :D",joy
অামিও প্রথমে ভয় পেয়ে গেছিলাম মনে হল তিনি মারা গেছেন এই বাবা কুনো লেখা শুরু করা ঠিক না,disgust
আবু সাইদ হোক এই সকল চোরদের জন্য মূর্তিমান আতঙ্ক । Hat's off to Mr. Abu sayeed. stay tune.,disgust
হাহাহাহাহা আমিও,joy
সে জাহান্নাম এ যাবে না,disgust
"প্রথম লাইন গুলো পরে ইন্নানইল্লা পড়লাম লোকটা যেন জান্নাতবাসি হন এই দোয়া করে , নিচে স্ক্রল করতে হবে বুঝি নাই , যাইহোক নিচের বিস্তারিত পড়ে জাহান্নাম পাঠানোর দোয়া করলাম 😂😂",joy
আমিত ইন্নানিল্লাহ্ পড়া শুরু করছিলাম... 😜😜😜,fear
আমার সিরিয়াসলি খুব মন খারাপ হয়ে গেছিল!! 😁😁 তার উজ্জ্বল এক বছর কামনা করছি Ahmed Shamim চাচা 😂😜😂,disgust
আমিও তো ভাবলাম মারা গেসে :p ম্যাজিস্ট্রেটও দেখি মজা লয়। 😁😁,joy
কিচ্ছু করার নাই Suhrid দাদা। সবই ম্যাজিস্ট্রেট সাবের চক্রান্ত 😹😹😹,disgust
😂😂😂 ধোকা দিলো ! 😂😂,disgust
ধুর এইভাবে কেউ মস্করা করে!! আমিতো প্রায় কেঁদেই দিছিলাম!!! 😂😂😂😂😂 তার ওজনের চেয়ে বেশি ওজনের বাক্স সে ছাদে উঠাইলো কেমনে!!?? ধরাতো তখনই নিশ্চিত ছিল!! 😜😜😜,disgust
হা হা হা,joy
"একটু আগে চলে গেলেন,,স্যাড ইমো,,দেখে মনে মনে ইন্না লিল্লা পড়ে ফেলেছিলাম :-)",disgust
"লেখার শুরুতে ভেবেছিলাম ""ইন্নালিল্লাহি ওয়াইন্না ইলাইহি রাজিউন ""-পড়ব। কিন্ত শেষে,,,,! অনেক ধন্যবাদ!!!!!",joy
ভাই যেইভাবে ১st লিখছিলেন মনে করছিলাম মারা পরছে =D পরে দেখি জেলে। আপ্নারা সব দিকক দিয়াই Smart owaaao Just Awesome,joy
"আমি‌ কিন্তু ইন্না লিল্লাহ পড়ি নাই , কারন স্যার সব সময় মজা করে কথা বলে , তাই সম্পূর্ন না পড়ে বুঝা যায় না ।",joy
অয় ভাউ বুকে আয় :'( :-D :-P,joy
